gene_ID	protein	rna	protein_degradation	rna_hl	translation
rna20608	1257	88676.4388565401	78.3007	0.0264902332	1.1099225586
rna20635	1258	203123.574367794	123251	0.0358354466	763.3272429484
rna20651	1259	516527.733672507	11.5262	0.0111870771	0.0280943013
rna20653	1260	51817.8453245103	3.4814	0.0237305523	0.0846535392
rna20672	1263	191980.622014373	86.0067	0.0167143273	0.56581993
rna20674	1264	32547.9289030935	11.6043	0.0324803253	0.4506534116
rna20676	1265	32931.645401695	16.5172	0.0365987912	0.6344735511
rna20687	1266	2591.0072066321	4.42109	0.0744395144	2.1602023822
rna20745	1269	212630.092058149	1059.17	0.0236277167	6.321244171
rna20757	1272	139593.572052822	137.43	0.0483726716	1.2522851692
rna20768	1273	24657.6059996608	6.85177	0.0162385552	0.353736823
rna20773	1276	33512.4380377823	16735	0.0232906995	637.1920770409
rna20780	1277	88605.7728993096	84.9164	0.0151908363	1.2238281915
rna20784	1278	163929.507099323	6.69663	0.0132293216	0.0522071547
rna20793	1281	103266.980375199	41.2829	0.0207154527	0.5121036241
rna20795	1282	5765.7859554747	26.3056	0.0177159526	5.848947474
rna20801	1283	828.3247961968	19.4696	0.0258989513	30.1566449715
rna20804	1284	29637.8707850084	15.2698	0.0187034335	0.6615327849
rna20812	1285	15073.3729788763	31.2527	0.0250189695	2.6642822118
rna20813	1286	17030.1076512764	51.4792	0.0541106105	3.8873653975
rna20835	1287	21705.3521979381	74.2486	0.168850619	4.4025062265
rna20838	1288	16877.1085923958	53.6408	0.0325434767	4.0936722082
rna20840	1289	9191.4815346192	16.6011	0.0120740877	2.3281141152
rna20874	1290	9572.0325146263	9.28256	0.0535303358	1.2509884794
rna20878	1291	5125.8645749904	1.14319	0.0805475655	0.2879237772
rna20911	1294	159008.303126617	74.1621	0.0252791074	0.6035267059
rna20916	1296	592172.997813545	272201	0.0134114591	595.7254000141
rna20917	1297	7992.628641113	9.51976	0.1149622721	1.5448145128
rna20932	1298	487856.981353531	37.6963	0.0143619097	0.1002953719
rna20948	1299	26857.7972491621	33.2756	0.0282485193	1.609402439
rna20953	1301	194216.370216245	127975	0.0136658766	857.2679780526
rna20961	1302	375024.626292734	171469	0.0227533157	595.3012744975
rna20966	1304	66478.3818442595	26.8886	0.0245148894	0.5274306237
rna20967	1305	233469.844908506	90.4562	0.0111772682	0.5056127957
rna20992	1306	2011.1078012153	9.23084	0.0272060688	5.9944459629
rna21001	1307	90783.9313375157	14.8906	0.0208004411	0.2143773013
rna21002	1308	30443.8750851792	13.0276	0.010581887	0.5597218078
rna21014	1309	37504.327648967	58.4927	0.0234553376	2.0415495784
rna21016	1310	11998.2147857023	24.0027	0.0176357568	2.6206846236
rna21025	1312	10291.7369666029	16.9777	0.0154880482	2.1643326556
rna21028	1313	9101.340571257	23.2116	0.0317650125	3.3486089836
rna21030	1314	48856.1886690702	5.83594	0.0164566594	0.156959136
rna21042	1315	17692.5797864722	4.2383	0.0288098781	0.3150114097
rna21061	1319	17002.5911282975	16.2268	0.0109737611	1.2588169085
rna21065	1320	555332.618061448	78.9677	0.0161717256	0.1877025779
rna21068	1321	4197.0297609614	90.1284	0.039335779	28.3675892669
rna21073	1323	15158.499335934	13863	0.0563113421	1209.9317085117
rna21097	1324	1123.4343026853	26.1635	0.0382699128	30.8344456967
rna21115	1327	2072.5118555893	1.63804	0.022766391	1.0488138218
rna21117	1328	1683847.59636636	201007	0.0608818289	158.5281806834
rna21141	1330	1772.6633753332	32.3369	0.023471486	24.2618410232
rna21151	1331	19558.8288368619	5.80126	0.0362432007	0.3947821786
rna21152	1332	1542941.34535643	1081.97	0.0100788145	0.9340497903
rna21167	1333	4503.9015127531	22.3718	0.0220604601	6.6212836394
rna21185	1334	17115.5330149018	21.3841	0.0115297415	1.6666959408
rna21193	1335	40650.7034905586	25.1917	0.0235753115	0.8273145754
rna21209	1336	46143.0625794281	37.6189	0.0195772573	1.089196243
rna21216	1337	1660.3287561952	7.10832	0.0433421189	5.7240614574
rna21309	1342	5271.6297804129	90.5373	0.0344010405	23.0481011871
rna21310	1343	27574.3742154041	0.310517	0.0205918319	0.015123619
rna21324	1345	3120.1237301359	7.93469	0.0657453455	3.4204278333
rna21346	1348	2865.6005843496	2.26361	0.037343664	1.0648191156
rna21361	1350	27788.9531809453	2.37111	0.0805531117	0.1151896036
rna21373	1353	73874.5706942861	24167	0.0199121965	442.6144300089
rna21386	1355	1878.7632544987	4.27661	0.0437514755	3.0843729438
rna21396	1356	31682.825217802	25.1914	0.0448500279	1.0781721063
rna21398	1357	11250.0779405782	10.3658	0.0366704144	1.2503371687
rna21402	1358	87232.1135055897	17.7979	0.0554213966	0.2770716796
rna21405	1359	4253284.81518655	188223	0.0139089231	60.1405897124
rna21417	1360	295004.535886657	10.6966	0.0236277675	0.0493123808
rna21430	1363	51770.127416394	33.1887	0.0277631755	0.873789584
rna21440	1364	6221.0497414329	27.1135	0.0984289479	5.9447867381
rna21445	1365	208890.192309603	292326	0.078283158	1910.2140966417
rna21448	1366	165483.116319595	14.1257	0.0259067321	0.1166022651
rna21450	1367	482433.705087355	89.8256	0.0151534319	0.2545253242
rna21456	1368	2117.3127260967	5.79012	0.0416867902	3.7410081479
rna21476	1370	34938.3258270602	60.5749	0.0374472179	2.3752601487
rna21548	1372	302858.523557652	41.2864	0.01277773	0.1870343292
rna21554	1373	504975.777045941	115974	0.0175585496	315.3266141427
rna21558	1374	175379.890778177	91.0466	0.0316357573	0.7132974473
rna21561	1375	50516.9920333597	9.66889	0.0369222367	0.263173305
rna21565	1376	111535.703490881	24.9649	0.015852527	0.3079883959
rna21567	1377	35328.8249266912	55.9866	0.0531593143	2.1821713108
rna21572	1378	34604.7210401176	4.17745	0.0241635024	0.1663508888
rna21577	1379	48780.3130033329	36.8153	0.0270470383	1.0407538528
rna21595	1383	2095.6687891331	18.0285	0.0273012214	11.897593565
rna21620	1384	1112.7606164611	7.58592	0.0197255616	9.4350151548
rna21630	1385	86338.7271949328	27.1693	0.0104633551	0.4358354787
rna21655	1387	21588.707526887	24.5361	0.0177386744	1.576359801
rna21665	1389	1195.4897331997	16.2808	0.0142266116	18.9161233024
rna21673	1390	89532.0951691837	17.7644	0.0170315734	0.2757951319
rna21679	1391	64403.6293021682	28.2251	0.0467786627	0.6096102739
rna21687	1392	639022.313881258	288052	0.0114800371	627.4716473743
rna21688	1393	5755.7124442957	6.75473	0.0741156067	1.6347826583
rna21692	1394	152083.127783325	53.0952	0.0079283311	0.4866727156
rna21701	1395	186672.574603508	0.0430278	0.0289353101	0.0003215458
rna21705	1396	214246.144378472	23.0545	0.0227249135	0.1502201222
rna21726	1397	94353.8775308965	60.9669	0.0305642305	0.9026736529
rna21750	1399	12360.611260336	18.8857	0.0285691068	2.1375232781
rna21752	1400	6728.0140601145	9.64711	0.0421461885	2.0074205968
rna21754	1402	61526.6473588054	9.3274	0.0184280994	0.2125422945
rna21759	1404	229506.436283396	69.4397	0.0165776218	0.4247956632
rna21765	1405	2512229.15024349	180498	0.0133203394	100.9460820783
rna21782	1407	40155.9903905829	19.9666	0.0312725855	0.6995968952
rna21786	1408	9446.2920505062	13.4142	0.0271789175	1.9994293527
rna21791	1409	2668.440344898	16.0619	0.0258722862	8.4810654071
rna21793	1410	137898.100433591	32.7496	0.0145442356	0.3348627418
rna21805	1411	23086.1454465402	6.68853	0.033834019	0.4087956498
rna21814	1412	141304.712398273	59.3537	0.0318024508	0.5930971655
rna21840	1416	45195.3505304064	18.9923	0.0335028126	0.5950412262
rna21850	1417	43285.6821592405	35641	0.0419848553	1166.7437009357
rna21860	1418	4928835.10782393	185621	0.0074021867	53.4021877872
rna21865	1419	621017.54399726	88.0235	0.0132141859	0.2011301415
rna21866	1420	1556.0760677967	28.7879	0.052067001	26.270449656
rna21882	1421	95138.4486719268	16.7429	0.0195606371	0.2500740892
rna21897	1422	9718.4293618745	70.1335	0.014862267	10.2619295039
rna21909	1423	9248.7290642141	26.6976	0.0332621993	4.1076654464
rna21934	1426	4812507.26181783	423871	0.0087992556	125.5977421158
rna21939	1427	3393.9062147618	19.5499	0.0345930926	8.2199405448
rna21941	1428	198201.424070638	46.7191	0.0107507287	0.3366013898
rna21943	1429	2345.4503792548	15.6743	0.0197930043	9.549796874
rna21951	1431	4512.2203852422	9.82718	0.043587402	3.1165797278
rna21954	1432	193496.719853755	77.4803	0.0409182607	0.5734039816
rna21955	1433	10633.1414342639	22.7699	0.0345607519	3.0686384548
rna21957	1435	6488.8545504759	10.5491	0.0141648637	2.3329169089
rna21966	1436	44268.8976005208	107895	0.1724896737	3499.9114140619
rna21969	1437	27251.4104449477	34.5454	0.0200537035	1.8216209359
rna21973	1438	1498507.4264774	99.7004	0.0174075214	0.0956746511
rna21978	1441	131844.21170162	3.97414	0.0219370528	0.043435625
rna21981	1442	182593.625581652	58731	0.0363258318	463.8174072628
rna21982	1443	20293.920317865	8.11256	0.0232674682	0.5768438969
rna21995	1445	538648.324807151	97.0606	0.0257366251	0.2603787305
rna22015	1446	35139.6087776484	27.5179	0.0243566598	1.1323655779
rna22016	1447	65342.4917028833	60824	0.026922128	1346.9386567044
rna22024	1449	2777.8880644769	10419	0.0253269719	5434.7513829154
rna22025	1450	628006.795340039	207471	0.0175754329	479.0281764979
rna22030	1451	1658.8038569637	8.68831	0.0821697216	7.5998966105
rna22031	1452	2864.4213911377	17.2337	0.0361402652	8.7359117194
rna22077	1457	94834.6674830914	85.1336	0.0533399394	1.3079568737
rna22078	1458	32958.1131486911	29.3182	0.0269025005	1.2969776336
rna22107	1462	14608.0667253641	27.9951	0.0184116067	2.8017969092
rna22135	1463	12695.5541681693	10.7466	0.0303986223	1.2384079964
rna22140	1464	26490.1142265367	16.7115	0.0117201408	0.9235760854
rna22151	1465	19602.3600442352	36.6117	0.0223928846	2.7362083126
rna22191	1466	3570.2637426185	7.01936	0.0356436745	2.8822469436
rna22208	1467	595739.427198153	219.9	0.0154009248	0.5415006717
rna22209	1468	192878.711838194	28.7641	0.0156698374	0.2189235836
rna22231	1470	1772492.92477436	387643	0.0182494261	321.4880025953
rna22239	1471	8146.883376768	159591	0.0283538337	28815.7262284429
rna22242	1472	874217.012218987	34.0867	0.0192499264	0.0573949279
rna22253	1474	52370.1027834121	42.2732	0.0186019767	1.1898142927
rna22263	1475	28767.8317087029	22.6318	0.0253360835	1.1603900265
rna22271	1477	926718.780371674	43.4102	0.0150875888	0.069186971
rna22310	1478	18956.2010796487	25.2685	0.0334294543	1.9701649525
rna22312	1479	8401.558360798	5.11265	0.0246590822	0.9000246175
rna22317	1481	14831.7808043309	139034	0.1641354941	13882.9825438004
rna22322	1482	32930.2546780007	83.6169	0.180718957	3.7631122811
rna22327	1484	1207.2879196494	5.30882	0.0285299762	6.5256089718
rna22339	1485	8486.791214314	20.5886	0.0189343594	3.6025477979
rna22359	1487	28513.7516568301	86.9473	0.017917616	4.5343256354
rna22364	1488	6889.1809075323	5.38284	0.0115414959	1.1626441557
rna22367	1489	1541.9831643947	8.30464	0.0461142481	8.019289215
rna22370	1490	52050.3898397567	34.9261	0.0418990973	0.9997982563
rna22373	1491	137926.718702064	47.8833	0.0191748277	0.5176226983
rna22381	1493	1570718.86993351	95.3731	0.013174282	0.0906540572
rna22389	1494	87753.8979310807	24.0403	0.0223566773	0.4092833372
rna22399	1495	15175.2623600437	7.7214	0.0185607341	0.7606783149
rna22401	1496	1392.5825699654	7.68878	0.0266209027	8.2597722592
rna22413	1497	144962.784204227	78.9637	0.0155590009	0.8154414221
rna22416	1498	1437.9253410648	7.3304	0.0258752735	7.6366546207
rna22424	1501	7962.0896882339	18.0724	0.032361557	3.4069790045
rna22428	1502	85706.129355715	93.9142	0.168223205	1.645846446
rna22434	1503	673054.450181586	91.9156	0.0135632278	0.2052570141
rna22442	1505	37117.4349562972	16.4643	0.0456120444	0.6675776904
rna22466	1508	1064648.41683154	121172	0.0168597272	171.631660848
rna22483	1509	7346.6687535138	26.6259	0.0235169322	5.4689389774
rna22495	1511	55183.9634134934	21.4844	0.0267486846	0.5882674312
rna22498	1512	1395888.87398305	80.7532	0.0160728929	0.0874703142
rna22508	1513	1005710.33672209	232216	0.0150177886	349.3479137792
rna22512	1514	82585.5402660954	30167	0.0200828761	553.0367404856
rna22514	1515	1441588.72546564	769476	0.0168723517	808.6606945566
rna22516	1516	12237.2915358706	31.7225	0.0275286711	3.9298982017
rna22528	1518	196493.814005996	81.0588	0.0172709356	0.626214413
rna22529	1519	6105.11461949	5.71919	0.0177823749	1.4229789531
rna22532	1521	1558.6942765305	22.2704	0.1696624153	21.7318295897
rna22535	1522	10734.0228749148	20.5178	0.0214911446	2.9092626282
rna22537	1523	8569501.42282638	0.46309	0.0120370066	0.000082301879094313
rna22563	1524	16702.3158491776	92.7135	0.2137829005	8.4596277113
rna22564	1525	34179.2178148781	8.12397	0.0341300904	0.362473311
rna22572	1526	38115.6751049097	5.89569	0.035274845	0.2360399735
rna22589	1528	8749.919730597	27.8092	0.017047607	4.8563254188
rna22594	1529	32552.1945996801	21.2603	0.0399219361	0.9986115867
rna22619	1532	104141.572736054	12.1291	0.0141858881	0.1784280832
rna22626	1533	23767.5083438435	27358	0.0235883387	1764.5860640189
rna22628	1534	2674420.0624585	370424	0.0114258725	212.4686484283
rna22637	1535	27700.7392464866	26.9067	0.0181864574	1.4909993604
rna22650	1536	3484.3552597894	26.2803	0.0263743102	11.5850818273
rna22685	1537	14352.645420586	30.6819	0.0430106814	3.2856716597
rna22688	1539	206250.257481565	262115	0.0098352489	1955.8520310505
rna22692	1540	184932.159827354	53.4138	0.0196619827	0.4447969032
rna22703	1542	128265.879193977	88.7443	0.0114390325	1.0668753955
rna22711	1543	2381.9368098801	39.3336	0.0349757952	25.4799978523
rna22721	1545	75604.3090849313	26.2046	0.0182095782	0.5354999932
rna22739	1548	820843.230222173	150605	0.0103621999	284.0207866938
rna22740	1549	1881157.65657761	138.65	0.0156248015	0.1141684479
rna22756	1550	36341.3950987092	23.1446	0.0361784343	0.9871423456
rna22804	1555	1171.6144317061	3.18329	0.054122383	4.2249530358
rna22816	1559	8068.3564584411	51.9846	0.0179648451	10.0446716525
rna22817	1560	35250.9365091241	0.158358	0.6604877687	0.0070079976
rna22831	1562	11878.9958966984	9.00726	0.0264305964	1.1843879939
rna22832	1563	30960.2683765194	35.2888	0.0210113544	1.7815218437
rna22846	1564	14307.648606644	16.6894	0.0454452065	1.8243543938
rna22849	1566	30433.8318520552	21426	0.0222470512	1102.4939666851
rna22851	1567	20434.9643493563	21673	0.0723263657	1661.9354171308
rna22854	1568	20813.8309645062	9429	0.0225249852	710.3292049029
rna22868	1569	392780.261561013	124684	0.0150050791	498.0626959779
rna22891	1570	313558.374540369	66.5242	0.0244434697	0.3330894739
rna22893	1571	289886.483073006	34.0415	0.0178007915	0.1844832361
rna22917	1572	129219.170667189	67.1416	0.0148667122	0.8168029144
rna22939	1573	32618.6908065668	60.8193	0.0646904895	2.9329429396
rna22979	1580	56411.4993606637	22.2095	0.0160110328	0.6220541981
rna22990	1583	565.6782358383	34.4364	0.0171499619	96.3671885294
rna22991	1584	9807.4447683624	26.2234	0.0162286726	4.2353402523
rna22992	1585	204340.502224971	183669	0.0230640867	1424.6581653181
rna22998	1586	5082913.53389416	368536	0.0109639377	114.9927285016
rna23007	1588	17284.6305387667	37.7643	0.0393648773	3.4695395002
rna23014	1589	475624.392960751	332784	0.0379420163	1111.7885958461
rna23018	1590	1089.8023487099	10.7337	0.0325643718	15.6602552933
rna23021	1591	5650.955173383	20.9701	0.0717639027	5.9040335795
rna23034	1593	100941.168208593	11.8852	0.0294775007	0.1875659251
rna23036	1594	141715.891615356	213804	0.0196287875	2404.8366920275
rna23064	1595	39174.2632184549	419865	0.0634617234	17095.0164720523
rna23065	1596	6326.9857596761	0.854885	0.0751363828	0.215647152
rna23071	1597	36063.6020638903	21.9756	0.0195659769	0.9731427587
rna23091	1599	7962.2708943445	60.0986	0.0367175585	12.0691273476
rna23095	1600	19848.175841056	63.3387	0.0807923673	5.1058556117
rna23096	1601	2188.7186910009	74.0251	0.0205217478	54.1477466187
rna23109	1603	21249.4354634699	7.74228	0.0199173791	0.5840566852
rna23110	1604	8298.1296979369	49.5384	0.0242123017	9.5756027554
rna23119	1605	142647.276486111	0.0639034	0.0130669952	0.000719011
rna23122	1606	136711.520785066	183897	0.0127195659	2160.3050006614
rna23123	1607	531971.725807141	88105	0.0144727245	266.1508650393
rna23128	1608	3161732.67393924	391229	0.0191408137	198.971986843
rna23139	1610	183207.457171965	173822	0.0169081104	1527.5219923899
rna23146	1611	29150.8804944395	58.1399	0.0216972313	3.2130548824
rna23164	1613	5064.5703420909	1.14627	0.0235275928	0.3650721355
rna23176	1614	2385209.39491816	1571.43	0.0101670463	1.0633397744
rna23189	1615	360606.528912351	59.8104	0.0215985979	0.2678648007
rna23208	1617	11241.4663864867	10.7209	0.021833414	1.5421204587
rna23211	1618	76512.813462025	13.8295	0.0247782138	0.2924494603
rna23219	1619	85231.989195526	6.02607	0.0255896376	0.1144664981
rna23235	1620	21893.665125267	14743	0.0264867463	1090.8936381071
rna23248	1621	129671.613499076	59.8676	0.0165343701	0.7483933992
rna23252	1622	11328.7967988242	30.4495	0.0417505904	4.3596058679
rna23253	1623	6951.8829642346	3.33847	0.0179067307	0.7794056427
rna23292	1625	13429.5219088715	13.2641	0.0207274857	1.604983606
rna23299	1626	23548.6482750236	11.2497	0.0177923979	0.7767754644
rna23308	1627	11054.9312128513	14.4996	0.0121938165	2.1339661682
rna23314	1628	1106.2653946403	10.6052	0.0683970597	15.6068025662
rna23337	1629	8912.7116140127	3.26832	0.0148714294	0.5973595366
rna23355	1630	133192.540150276	50.4583	0.0319854553	0.617504771
rna23367	1632	17828.868056928	34.5322	0.0244229287	3.1609718699
rna23407	1634	62808.2999528677	20.9126	0.0130185615	0.5440552988
rna23408	1636	513024.16423758	56.0439	0.0118234112	0.1787202763
rna23412	1637	275337.405814221	128737	0.0145010084	765.3971619904
rna23433	1639	259734.058561236	47.0656	0.0154977901	0.2969980865
rna23443	1640	939449.335424896	2512.76	0.0093776401	4.3865339456
rna23444	1641	2006252.64202277	1500.12	0.0111282767	1.2270124253
rna23448	1642	18634.541637564	32.14	0.0269341978	2.8320460479
rna23450	1643	12925.6452829101	13.1586	0.0194524255	1.6726112567
rna23451	1644	204858.74537487	67.9325	0.0125105135	0.5451611538
rna23453	1645	8776.7225375516	17.2885	0.0312996054	3.2403419817
rna23454	1646	65126.1133295033	121418	0.0129914795	3068.723401147
rna23455	1647	2825.1781262423	10.6514	0.0674106963	6.2094689312
rna23458	1649	194333.834861236	47.3861	0.0085085195	0.4020899343
rna23459	1650	101597.065217214	63.0965	0.0227160662	1.0247266964
rna23460	1651	1756.1513730385	12.5912	0.0372103482	11.8372889257
rna23465	1652	1336209.07169166	176512	0.0147583575	218.2276936878
rna23468	1653	759527.641265501	94.8183	0.0118070676	0.2063580591
rna23519	1655	103593.6379811	45.5151	0.0277604738	0.7271439827
rna23529	1656	203077.156183397	148.49	0.0120601324	1.2108670646
rna23537	1657	142578.385589294	14.2469	0.0322594863	0.1655728756
rna23540	1658	17956.3444365957	14.5942	0.0150803143	1.3475562181
rna23542	1659	1982042.53187588	121144	0.0144797188	101.399386122
rna23545	1660	14569.2214706246	28.7277	0.0207791548	3.2732004312
rna23546	1661	79982.4616019783	38691	0.0161191675	803.4980383551
rna23547	1662	9233.2496855789	10.0816	0.0308521452	1.81470444
rna23549	1663	7959588.1491921	587183	0.0098294793	122.6803837959
rna23581	1665	23447.1693009808	6.9367	0.0591433185	0.4925799508
rna23586	1666	3975.9470439568	13.1147	0.0664426799	5.4953172058
rna23593	1667	27622.2100079843	57.2186	0.0403300867	3.4531417353
rna23611	1668	25324.48885561	116531	0.0086838149	7675.326009865
rna23616	1669	1368.1410452109	5.3677	0.0687378569	6.5480758226
rna23630	1670	142895.913008189	7.83317	0.0165826316	0.0915449128
rna23632	1671	866867.276756729	133043	0.021237111	256.45777498
rna23633	1672	688.439352285	8.13282	0.049818317	19.7520304365
rna23643	1673	7420867.02292158	250702	0.018466103	56.519601376
rna23645	1674	35926.7573515579	14.4063	0.0105381841	0.6712586378
rna23648	1675	1721.6092609401	1.48012	0.0216988129	1.4400485965
rna23655	1678	289821.188766272	464991	0.0295783566	2692.1941122436
rna23656	1679	5523.9902683881	318738	0.1915846217	96879.4433007146
rna23658	1680	31979.6866662809	38.8469	0.0347597723	2.040757706
rna23668	1681	41342.6042278945	19.3523	0.0135431082	0.7868690642
rna23673	1682	837288.327103625	478346	0.0331267256	960.9329856338
rna23679	1683	30016.8542566874	13.7449	0.0139416157	0.7706559289
rna23686	1684	4449.4086528911	22.0849	0.0813779353	8.3586324614
rna23703	1685	1906764.2267166	183513	0.011344629	162.1697117385
rna23718	1686	45241.7355829954	40.6616	0.0341423038	1.5153144926
rna23719	1687	15291.5417048357	37674	0.0149689629	4156.2871309373
rna23724	1688	57318.3509887149	5.99959	0.0365562676	0.176685263
rna23755	1689	36829.73620724	30.3089	0.027065947	1.3899565235
rna23756	1690	183.9568637777	6.46673	0.5225776951	59.4094369493
rna23796	1694	28547.6429724727	7.82748	0.0440038447	0.4644779652
rna23800	1695	11176.5403007042	1.51817	0.01155253	0.2302410299
rna23809	1696	6691.2303328704	7.93459	0.0140012767	2.0111495152
rna23829	1699	15360.4715809912	2.73769	0.0236035918	0.3028120123
rna23844	1700	59646.4410763741	66.8445	0.1380533422	1.9051539027
rna23852	1702	14372.3064278002	14.2039	0.0352698855	1.682056942
rna23857	1703	2464.8608461833	20.5281	0.011897793	14.1830944956
rna23875	1705	31021.2884727486	53.6156	0.0141139581	2.9468343354
rna23876	1706	6709.7025888906	48.8882	0.1390573506	12.4302483001
rna23877	1707	589.0848393803	7.25803	0.0253904962	21.0317027052
rna23892	1708	65188.9147117595	8.21508	0.0372799026	0.2152414517
rna23901	1709	11703.2209157161	171305	0.0260666682	25015.3566362963
rna23907	1711	1070777.07854905	53.0923	0.022535876	0.0848364493
rna23909	1712	20739.0227042996	0.177784	0.0386438007	0.014676015
rna23911	1713	48216.5176473343	18.8055	0.0200379905	0.668107592
rna23918	1714	63949.1023946068	33.9148	0.0290786908	0.9090036455
rna23944	1715	483766.842649597	80.6028	0.0256737322	0.2857446807
rna23984	1718	11718.224064698	10.9225	0.0114341507	1.6013394945
rna23997	1719	128127.097587967	37.4639	0.0134048948	0.5026293837
rna23998	1720	227581.468661101	29.0396	0.0153001917	0.2194735463
rna24008	1721	13829.2507517131	13.3254	0.0169456872	1.658297605
rna24009	1722	5525.8386272292	27.0687	0.0214988492	8.4353352576
rna24010	1723	214595.833584151	38.0706	0.0169809208	0.3056706307
rna24045	1724	3419.0933698561	6.28397	0.0332671189	3.1685488251
rna24053	1725	868520.182500276	65515	0.0098924536	130.1217602965
rna24056	1726	7992.9055412262	17974	0.0565478984	3881.3324941709
rna24064	1727	9563.9220706054	49.06	0.06848303	8.8589826825
rna24066	1728	91677.2085895106	24.7964	0.0436301864	0.4673809321
rna24075	1729	2168.3783107288	13.4115	0.0678758151	10.6939289077
rna24108	1730	4938.7575981591	16.1947	0.0554292222	5.6728499918
rna24110	1731	221837.56718065	48.1468	0.0474768267	0.375689798
rna24111	1732	180316.920876133	95.2583	0.0191608016	0.9149855421
rna24113	1733	69522.7037558388	251.54	0.0228324887	6.2701649454
rna24117	1734	66539.3222322952	14.9515	0.0264044766	0.3896327785
rna24119	1735	146281.431337576	18.8304	0.0175205821	0.2233417031
rna24148	1736	68048.7535988566	53.2787	0.02115581	1.3591993726
rna24154	1737	18282.2248765196	50837	0.1205302955	4830.039538208
rna24156	1738	29728.8153834734	9.94527	0.0237712878	0.5814183659
rna24173	1739	613266.828502027	110788	0.0239901291	314.1541708209
rna24182	1740	8039.299379963	12991	0.0221548214	2811.7300938361
rna24183	1741	86495.8088751625	222644	0.0712119547	4481.4102445062
rna24187	1742	29290.6538953873	36.9488	0.0558496424	2.1974521235
rna24188	1743	82184.2023177253	380942	0.0221343711	8079.1914659345
rna24196	1744	8092.9647309609	1.82434	0.0184504975	0.3931376283
rna24210	1746	42968.7099857924	403934	0.0706517784	16413.5428834889
rna24213	1747	689499.551701407	170528	0.0178083394	432.0704999225
rna24215	1748	62192.4294262172	27.6761	0.0313334343	0.7778731792
rna24219	1749	592.2991909543	8.38597	0.0925931146	24.7629268349
rna24261	1753	3883.4513040163	4.79832	0.0289236152	2.1659741043
rna24265	1754	426610.360899033	44.1889	0.0168330372	0.181681782
rna24270	1755	1400434.3653155	242654	0.0198604327	304.0897742495
rna24271	1756	29516.5506188155	64.5356	0.010426655	3.8393549119
rna24284	1757	34299.1195860522	33.1251	0.0383808318	1.696859902
rna24294	1760	8166.8809393572	6.97939	0.0423382403	1.5040902997
rna24299	1763	1049451.66781666	31.9498	0.008979436	0.0536732649
rna24302	1764	834381.314303432	127454	0.0146144821	269.4557657822
rna24329	1765	64376.7111496063	56.2823	0.0184237696	1.5430775777
rna24351	1766	3072.5121563882	18156	0.0298461454	10435.5961402254
rna24358	1768	11642.8183770753	11.0268	0.0311485397	1.6744555973
rna24387	1769	137149.760646035	83244	0.0895967446	1073.7068391979
rna24393	1770	1126968.97507045	67.2476	0.0109771747	0.105618038
rna24397	1771	9896.5568793187	13.8588	0.0387500994	2.4800478691
rna24403	1772	5946.0579421345	135151	0.0431836504	40276.6966502227
rna24424	1776	365721.134468619	327541	0.0209446591	1590.5911941491
rna24429	1777	80530.7879955962	448433	0.0560356476	9895.1650770334
rna24433	1779	64355.3716442581	23.4234	0.0411117515	0.6475019495
rna24435	1780	6036.2510880982	46.4029	0.1390819214	13.683519919
rna24439	1781	278674.136029746	41.3235	0.0158561144	0.264097539
rna24466	1783	1961949.65562541	103088	0.0110284649	93.6853315644
rna24473	1785	23305.4300988161	62.0816	0.0614635339	4.7549285952
rna24476	1786	337168.515006429	106578	0.0165965618	564.5494746043
rna24502	1789	9345.1960784383	8.22946	0.0150187038	1.5754087786
rna24511	1790	4792.6395128506	64.9671	0.0401843178	24.2645224387
rna24529	1792	29436.5960096615	74.9795	0.0274583982	4.5644973337
rna24538	1794	1076090.60252231	119179	0.0106368485	198.6887772264
rna24540	1795	159428.122235028	137221	0.0952681527	1544.9701818409
rna24547	1796	36359.4450203192	30.4282	0.0189572954	1.5030220392
rna24571	1798	3730.7992258828	12.1127	0.0319989977	5.8375252275
rna24634	1799	134313.361176374	32445	0.0167120187	434.5699823814
rna24638	1800	4740.6897215159	11409	0.0335279855	4331.901306849
rna24652	1802	772345.045868824	61.2688	0.0162267158	0.1429495511
rna24655	1803	61852.2640995328	126257	0.0327375155	3680.4048212961
rna24657	1804	12388.54338449	11.8538	0.0257896878	1.7261315182
rna24660	1805	3258.8059264241	32.9632	0.035853038	18.2577843981
rna24664	1807	23774.9587020926	4.50598	0.0252266721	0.3424740275
rna24670	1808	3923.9665536458	85.9539	0.0174330499	39.6039693701
rna24673	1809	589866.814919746	87.7595	0.0161219079	0.2691403067
rna24674	1810	110532.222372647	36.2079	0.021377308	0.5929157814
rna24677	1811	85886.539512553	107744	0.0178988568	2271.8855027508
rna24682	1812	461388.23847874	93.7372	0.0187835988	0.368132068
rna24687	1813	121522.018156102	414912	0.1816692727	6190.1165518311
rna24690	1814	77108.6009766491	378957	0.04030082	8915.0625130415
rna24691	1816	228424.549297469	128085	0.0258230855	1018.2896747105
rna24692	1817	72035.1610255912	300582	0.076488581	7581.8181874539
rna24695	1818	7628.0780650927	8.57507	0.02609764	2.0436966071
rna24701	1819	798031.981807603	87.5209	0.0134231826	0.1994913998
rna24702	1820	957.0331693971	3.97193	0.0252446752	7.5534608738
