Only identified by site	Reverse	Contaminant	Histones	PEP	Intensity	Razor + unique peptides	Mol. weight [kDa]	Sequence length	Copy number Intensity	Concentration [nM] Intensity	Protein IDs	Majority protein IDs	Proteins
				5.5693E-114	1413700000	12	35089	333	82531.4587043582	0.219274719021037	cds4375	cds4375	1
				2.4679E-17	123290000	3	40094	347	6299.1466771538	0.0167359651627272	cds4389;cds4390;cds4391	cds4389;cds4390;cds4391	3
				0	158240000000	83	252010	2323	1286268.8564334	3.41743919843076	cds4394	cds4394	1
				0.00023622	115950000	2	65491	574	3626.78980053213	0.00963588099549789	cds4395	cds4395	1
				1.8473E-38	1007100000	8	21660	184	95246.1430749789	0.253055884246725	cds4396	cds4396	1
				2.66E-68	688420000	7	40819	357	34548.1162729301	0.0917895867512738	cds4397	cds4397	1
				6.0277E-24	564110000	8	68767	601	16804.166450871	0.0446463558834796	cds4399;cds4398	cds4399;cds4398	2
				3.4066E-185	3367000000	31	145100	1274	47534.503115178	0.126292628023486	cds4400;cds4401;cds4402;cds4403	cds4400;cds4401;cds4402;cds4403	4
				0	15448000000	40	118710	1066	266574.258814096	0.708251091369784	cds4404;cds4405	cds4404;cds4405	2
				1.4566E-201	1237000000	8	21950	199	115443.219419479	0.306716734424488	cds4411	cds4411	1
				2.1662E-36	265060000	4	29141	254	18632.5801174112	0.0495041991747391	cds4416	cds4416	1
				7.5418E-09	103570000	2	34037	310	6233.27024391324	0.0165609405525276	cds4417;cds4418;cds4419;cds4420;cds4421;cds4422	cds4417;cds4418;cds4419;cds4420;cds4421;cds4422	6
				1.1272E-15	379160000	5	36806	319	21102.6573577227	0.056066854207528	cds4434	cds4434	1
				3.3931E-08	118950000	3	147260	1369	1654.67576005911	0.00439624560202668	cds4439;cds4440	cds4439;cds4440	2
				1.7193E-160	1989700000	6	21504	188	189540.31722521	0.503582518171598	cds444	cds444	1
				0.00020859	30707000	2	122450	1094	513.702706793503	0.00136483734155232	cds446	cds446	1
				7.4726E-33	673860000	8	73975	658	18660.2715040813	0.0495777713752878	cds4460;cds4461	cds4460;cds4461	2
				1.6673E-169	2229200000	25	203580	1832	22430.9247764188	0.0595958778015819	cds4463	cds4463	1
				3.5257E-14	162040000	2	37032	329	8963.51441643289	0.0238148232923519	cds4471;cds4472	cds4471;cds4472	2
				1.0145E-07	171310000	4	63438	549	5531.80021772873	0.0146972313038607	cds4474	cds4474	1
				2.0749E-151	4584400000	14	47974	417	195753.63153275	0.520090438549642	cds4481;cds4482	cds4481;cds4482	2
				0	5010600000	15	37504	339	273681.473009361	0.727133980635945	cds4483	cds4483	1
				1.5185E-24	466340000	8	91486	811	10441.9421637661	0.0277428021985612	cds4491;cds4492;cds4493;cds4494;cds7369	cds4491;cds4492;cds4493;cds4494	5
				4.8284E-12	94925000	3	30085	261	6463.44182978462	0.0171724747554958	cds4506	cds4506	1
				1.9853E-22	1152500000	7	33383	292	70721.0705409131	0.187896144272399	cds4510;cds4511	cds4510;cds4511	2
				1.0449E-38	125300000	5	88691	776	2894.04162931496	0.00768907002330385	cds4513;cds4512	cds4513;cds4512	2
				6.1899E-101	19300000000	8	25452	222	1553347.59381494	4.12703061987425	cds4514	cds4514	1
				3.4257E-29	205500000	3	33444	296	12587.1343014095	0.0334422822587997	cds4532;cds4533;cds4530;cds4531;cds4529	cds4532;cds4533;cds4530;cds4531;cds4529	5
				4.003E-76	1770900000	16	57848	502	62710.3094709601	0.166612655402405	cds4535;cds4536	cds4535;cds4536	2
				3.4884E-200	9924000000	15	38338	357	530262.063009478	1.4088332703585	cds4547	cds4547	1
				7.8963E-11	177020000	2	13788	119	26299.913266871	0.0698752473590564	cds4550	cds4550	1
				6.4397E-13	28743000	2	273400	2410	215.36089095205	0.000572184226390479	cds4552	cds4552	1
				3.0976E-109	5286200000	13	37839	334	286178.626180167	0.760337195423504	cds4553	cds4553	1
				1.5276E-10	106290000	3	52744	465	4128.1227149204	0.0109678535022759	cds4555;cds4554	cds4555;cds4554	2
				3.7286E-08	114960000	2	68779	624	3423.92428646481	0.00909689526454752	cds4559;cds4558;cds4560;cds4561;cds4562;cds4563;cds4564	cds4559;cds4558;cds4560;cds4561;cds4562;cds4563;cds4564	7
				6.6628E-15	261750000	2	51972	439	10316.9307428974	0.0274106640706794	cds4565	cds4565	1
				5.8561E-169	163990000	6	14679	129	22885.1703732624	0.060802745790808	cds4566;cds4568	cds4566;cds4568	2
				1.5739E-127	4693700000	19	53343	478	180248.286937359	0.478894873454182	cds457;cds455;cds456	cds457;cds455;cds456	3
				2.0769E-73	827160000	13	118780	1049	14265.2523342041	0.0379008107508659	cds459;cds458	cds459;cds458	2
				0	9572100000	15	46948	417	417660.482363847	1.10966637878759	cds4582;cds4583;cds4584;cds24344	cds4582;cds4583;cds4584	4
				7.9729E-18	315020000	2	167860	1510	3844.3610014758	0.0102139377111182	cds4585;cds4591;cds4586;cds4588;cds4587;cds4589;cds4590;cds4593;cds4592;cds4594;cds4595	cds4585;cds4591;cds4586;cds4588;cds4587;cds4589;cds4590;cds4593;cds4592;cds4594;cds4595	11
				0	2488300000	28	213750	1979	23846.7868981216	0.0633576284574264	cds4597;cds4600;cds4598;cds4599	cds4597;cds4600;cds4598;cds4599	4
				0	161840000000	58	120450	1069	2752404.88525833	7.31276070145696	cds460	cds460	1
				2.9415E-33	218640000	4	72621	639	6167.37915179942	0.0163858769957207	cds4603;cds4602;cds4604;cds4601	cds4603;cds4602;cds4604;cds4601	4
				3.291E-91	356760000	6	39309	355	18591.627704366	0.0493953942535042	cds4618	cds4618	1
				4.6253E-44	140590000	4	31446	281	9158.45625617924	0.0243327569119303	cds4629;cds4630;cds4631	cds4629;cds4630;cds4631	3
				4.4883E-77	948960000	7	23236	210	83660.3724050067	0.222274087242498	cds4632;cds4633;cds4634	cds4632;cds4633;cds4634	3
				9.2668E-15	95612000	5	177490	1548	1103.49855290659	0.00293184367424656	cds464	cds464	1
				2.0856E-15	116360000	5	104790	916	2274.66333217485	0.00604346719251378	cds4646	cds4646	1
				8.5408E-30	225640000	8	35724	316	12938.6589346663	0.034376234795159	cds4656	cds4656	1
				0	3364800000	26	152760	1392	45121.4305457749	0.119881426550256	cds4665	cds4665	1
				2.0379E-20	544230000	8	80718	709	13811.6428652015	0.036695632865702	cds4668	cds4668	1
				1.4872E-116	1003200000	10	38267	329	53702.7297390569	0.142680756635803	cds4669;cds4670;cds4671	cds4669;cds4670;cds4671	3
				1.2714E-74	137010000	3	50024	448	5610.57155078012	0.0149065158868901	cds4673;cds4672	cds4673;cds4672	2
				8.4501E-164	1507900000	13	32696	297	94473.7536306087	0.251003751871411	cds4675;cds4676	cds4675;cds4676	2
				6.291E-160	4920800000	15	44773	394	225140.057918688	0.598166126171878	cds4690	cds4690	1
				1.0937E-191	3508800000	4	22677	205	316961.321469154	0.842122577218122	cds4691	cds4691	1
				0	4263800000	8	56356	532	154985.089837268	0.411774038167127	cds4693	cds4693	1
				3.2713E-12	130290000	3	101140	929	2638.89061966579	0.0070111689316829	cds4700;cds4699;cds4701	cds4700;cds4699;cds4701	3
				1.272E-214	7808100000	16	26171	228	611164.758909517	1.62378059093202	cds4708;cds4709	cds4708	2
				2.7326E-276	5532000000	14	37172	321	304859.334707927	0.809969265155988	cds4710	cds4710	1
				9.1195E-105	2451400000	28	167150	1516	30042.8448806326	0.0798197011565172	cds4711;cds4712;cds4714;cds4716;cds4713;cds4715;cds4717;cds4718	cds4711;cds4712;cds4714;cds4716;cds4713;cds4715;cds4717;cds4718	8
				7.0734E-155	3860800000	13	39686	372	199284.366812364	0.529471115912298	cds4729;cds4731;cds4730;cds4732;cds7472;cds7473;cds7471	cds4729;cds4731;cds4730;cds4732	7
				2.6849E-300	3886600000	4	15226	133	522898.354858301	1.38926891197746	cds4733	cds4733	1
				2.4275E-06	147150000	2	36454	332	8268.91127072632	0.0219693583993645	cds4737	cds4737	1
				1.8924E-100	470800000	6	32464	294	29707.6076178472	0.0789290219203004	cds4741;cds4740;cds4742	cds4741;cds4740;cds4742	3
				2.8451E-43	2393700000	9	26765	231	183204.326933099	0.486748664598267	cds4747	cds4747	1
				1.0198E-51	2487100000	11	71547	638	71209.0306348783	0.189192587037103	cds4751	cds4751	1
				0	4031600000	15	39204	366	210659.141798179	0.559692326443385	cds4753;cds4754;cds4757;cds4758;cds4755;cds4756	cds4753;cds4754;cds4757;cds4758;cds4755	6
				0	20524000000	18	75366	691	557853.027763671	1.48213866370757	cds4759	cds4759	1
				3.141E-10	167570000	3	64853	567	5292.97025711542	0.0140626929916895	cds4760;cds4761;cds4762	cds4760;cds4761;cds4762	3
				0	12069000000	18	40227	356	614591.990837258	1.63288627414388	cds4767	cds4767	1
				0.00020233	155380000	2	25938	230	12271.3370775738	0.0326032525286668	cds4769	cds4769	1
				8.0419E-25	145690000	5	24784	217	12041.805203003	0.031993417950519	cds4770	cds4770	1
				1.5187E-247	4302700000	29	143950	1282	61229.7733584202	0.162679074860219	cds478	cds478	1
				2.9811E-228	3303200000	14	50302	426	134518.765032398	0.357397831912769	cds4794	cds4794	1
				1.7411E-52	989100000	9	20020	174	101206.727742563	0.268892336778936	cds4795;cds4796	cds4795;cds4796	2
				9.721E-50	158120000	2	11411	106	28385.4873407934	0.0754163304349666	cds4797	cds4797	1
				4.4382E-19	284290000	3	21177	178	27499.8548451276	0.0730633268689121	cds4798	cds4798	1
				2.0503E-07	50193000	2	23931	214	4296.50737636625	0.0114152283567329	cds4799	cds4799	1
				1.5604E-55	624720000	9	34374	301	37229.6190001766	0.0989139701839885	cds48;cds49	cds48;cds49	2
				1.8211E-12	443760000	4	41943	381	21673.144024531	0.0575825587101921	cds4803;cds7448	cds4803	2
				1.1309E-179	10190000000	16	41209	378	506541.885676108	1.34581202607715	cds4806;cds4807;cds4808	cds4806;cds4807;cds4808	3
				0	27468000000	29	51872	455	1084744.10869905	2.88201569896825	cds4818	cds4818	1
				1.6322E-257	1769100000	18	72010	635	50326.0478449702	0.133709377901282	cds4838;cds4839	cds4838;cds4839	2
				3.5505E-20	332990000	5	62241	571	10959.4279123031	0.0291176905610015	cds4840	cds4840	1
				7.434E-41	801270000	7	51254	455	32024.6485864858	0.0850850806563811	cds4841	cds4841	1
				1.156E-175	1203200000	17	91796	847	26850.1873600316	0.0713372498373426	cds4842	cds4842	1
				1.5432E-17	495130000	4	37835	353	26807.6507804676	0.0712242360038487	cds4845;cds4846;cds4843;cds4847;cds4844	cds4845;cds4846;cds4843;cds4847;cds4844	5
				8.8463E-79	967050000	10	20900	182	94784.1888348638	0.25182853545401	cds4849	cds4849	1
				4.4163E-86	14672000000	14	27744	248	1083311.85830128	2.87821040691997	cds4852	cds4852	1
				1.2717E-153	28558000000	16	24146	204	2422790.41888146	6.4370204608905	cds4862	cds4862	1
				1.6528E-182	3361500000	12	30580	275	225179.520026585	0.598270971557587	cds4879	cds4879	1
				2.116E-107	4357800000	14	37950	339	235227.866130652	0.624968043234076	cds4880;cds4881;cds4882	cds4880;cds4881;cds4882	3
				2.0418E-282	2321800000	14	83160	718	57193.0926009219	0.151954170044847	cds4887	cds4887	1
				4.7749E-08	65853000	2	88306	782	1527.63150379383	0.00405870651047134	cds4894	cds4894	1
				1.7737E-75	570620000	6	68141	623	17154.2502457889	0.0455764803108135	cds4896;cds4897	cds4896;cds4897	2
				5.2621E-139	750440000	5	15207	133	101089.415024765	0.268580653044797	cds4900	cds4900	1
				3.7148E-06	58417000	2	49359	456	2424.41047743418	0.00644132473334032	cds4901	cds4901	1
				7.5691E-33	112730000	2	80676	736	2862.38735240989	0.00760496896919506	cds4917	cds4917	1
				1.1574E-257	1806500000	7	15917	145	232493.065690268	0.617702055118055	cds4932	cds4932	1
				3.5986E-14	52562000	3	18370	163	5861.3273925067	0.0155727396226712	cds4933	cds4933	1
				6.9996E-118	7825800000	9	30978	270	517497.938177382	1.37492074863593	cds4943;cds4942	cds4943;cds4942	2
				3.3624E-88	2321000000	7	12259	104	387840.67141959	1.03043924808238	cds4947	cds4947	1
				4.7302E-17	369880000	5	56690	496	13365.574977834	0.0355104919242679	cds4949	cds4949	1
				0	139850000000	67	104630	904	2738038.18124723	7.27459034757315	cds4952	cds4952	1
				8.0725E-09	32039000	2	42397	387	1548.02182694792	0.00411288079080701	cds4958;cds4959;cds4960;cds4961;cds4957;cds4956;cds4954;cds4955;cds4962	cds4958;cds4959;cds4960;cds4961;cds4957;cds4956;cds4954;cds4955;cds4962	9
				0	4608500000	11	34981	316	269873.73890596	0.717017355548522	cds4967	cds4967	1
				8.2871E-42	571710000	6	26682	232	43892.5349316458	0.116616420154821	cds4968	cds4968	1
				0	43844000000	28	36157	315	2483996.81366684	6.59963742210197	cds4980;cds4981	cds4980;cds4981	2
				6.2591E-104	1743100000	7	28390	247	125773.794931994	0.334163650768795	cds4982	cds4982	1
				1.3968E-14	143840000	6	77228	675	3815.38300657065	0.0101369471696886	cds4983;cds4984;cds4985;cds4986	cds4983;cds4984;cds4985;cds4986	4
				3.2318E-11	194400000	2	18166	161	21921.4968434227	0.0582423979452604	cds4988	cds4988	1
				1.6667E-51	978980000	2	42272	376	47441.0484231472	0.126044331777934	cds5007;cds5006	cds5007;cds5006	2
				1.3234E-59	1970600000	7	13873	129	290978.798824559	0.773090593029402	cds5008	cds5008	1
				2.7037E-128	1228600000	17	98028	881	25674.0051187267	0.0682122956134806	cds5011;cds5012;cds5013;cds5014;cds5015;cds5016;cds5017	cds5011;cds5012;cds5013;cds5014;cds5015;cds5016;cds5017	7
				1.224E-06	46489000	3	49802	441	1912.21479931423	0.00508049135941607	cds5021	cds5021	1
				3.705E-37	742840000	8	39942	347	38097.6974503648	0.101220335068863	cds5023	cds5023	1
				1.3881E-14	396250000	4	39933	353	20326.8738375373	0.0540057042402266	cds503	cds503	1
				0	24085000000	54	173050	1519	285107.276562998	0.757490767043757	cds5034	cds5034	1
				3.5114E-280	3605700000	21	63809	568	115755.305624988	0.30754590449003	cds5049	cds5049	1
				1.2554E-150	953430000	9	30121	265	64841.4445398965	0.172274787767117	cds5057	cds5057	1
				2.868E-39	374840000	4	47432	425	16188.5423765568	0.0430107275056824	cds5069;cds5070	cds5069;cds5070	2
				8.9775E-10	276600000	3	50385	494	11245.6397635835	0.0298781160309401	cds5076;cds5077	cds5076;cds5077	2
				1.3464E-108	959200000	7	159640	1625	12308.3746061736	0.0327016561411129	cds5084;cds5085;cds5086;cds5087;cds5088	cds5084;cds5085;cds5086;cds5087;cds5088	5
				7.2121E-66	2701500000	7	29206	275	189481.208330102	0.503425473978149	cds5089	cds5089	1
				1.7299E-103	2832300000	10	52520	465	110470.873881072	0.293505897151933	cds5093;cds5094	cds5093;cds5094	2
				0	6212300000	34	117860	1036	107974.011809305	0.286872078510946	cds51;cds52	cds51;cds52	2
				1.1256E-87	419800000	11	126940	1192	6774.49918474606	0.0179989113068347	cds5106;cds5113;cds5110;cds5111;cds5114;cds5115;cds5108;cds5116	cds5106;cds5113;cds5110;cds5111;cds5114;cds5115;cds5108;cds5116	8
				2.3982E-68	609550000	6	55705	496	22415.4990160635	0.0595548936808516	cds511;cds512	cds511;cds512	2
				4.1485E-168	1442900000	11	40438	373	73093.6787356908	0.19419983747526	cds5121;cds5122;cds5123	cds5121;cds5122;cds5123	3
				0	6753800000	12	50296	467	275073.024705391	0.730831141838964	cds5147;cds5146;cds5148;cds7624	cds5147;cds5146;cds5148	4
				7.1479E-51	349580000	5	11999	106	59680.8196796191	0.158563718267378	cds5153	cds5153	1
				0	3658400000	10	32597	287	229904.149831542	0.610823662243347	cds5154;cds5156;cds5157;cds5155	cds5154;cds5156;cds5157;cds5155	4
				4.4839E-22	380760000	2	62621	572	12455.5977424212	0.0330928077376178	cds5159;cds5160	cds5159;cds5160	2
				4.8107E-154	2404000000	10	38597	351	127589.274516755	0.338987129986133	cds5165;cds5166	cds5165	2
				1.284E-206	2508100000	8	31217	274	164583.744306987	0.43727634110554	cds5167	cds5167	1
				4.8059E-41	478030000	7	45116	398	21704.9015019275	0.057666933953793	cds5174	cds5174	1
				0	14126000000	34	76680	693	377372.589796212	1.00262699693972	cds5193;cds5192	cds5193;cds5192	2
				2.9381E-20	252430000	5	61076	550	8466.49459471699	0.022494310078778	cds5194	cds5194	1
				7.5253E-13	263020000	3	47421	432	11361.9093505771	0.0301870283101966	cds520	cds520	1
				6.8845E-127	3223900000	16	71225	625	92721.9078091793	0.246349338799202	cds5208	cds5208	1
				1.5444E-31	85121000	5	212770	1840	819.520040143813	0.00217735187715947	cds522;cds521	cds522;cds521	2
				2.0978E-10	90016000	6	491480	4481	375.186424238699	0.000996818656146008	cds5210	cds5210	1
				0	9760600000	37	111840	972	178777.397739594	0.474986923435917	cds5212	cds5212	1
				9.8565E-134	6407500000	13	28603	260	458891.785241487	1.2192122718967	cds5213	cds5213	1
				0	44717000000	25	45925	422	1994604.29215572	5.29938889469189	cds5222;cds192;cds193;cds7742;cds6718;cds7743	cds5222	6
				1.5907E-23	614080000	8	119390	1069	10536.3516182703	0.0279936351165095	cds5223	cds5223	1
				2.6909E-06	38141000	2	66791	589	1169.78859862569	0.00310796719583626	cds5224;cds5226;cds5225	cds5224;cds5226;cds5225	3
				0	932960000	10	121060	1121	15786.8546010621	0.0419434984091836	cds5227	cds5227	1
				2.1522E-303	805240000	3	39175	343	42106.5432759486	0.111871286303742	cds5234	cds5234	1
				3.5635E-74	3345100000	9	30826	279	222292.692283619	0.590601067836772	cds5240	cds5240	1
				3.4992E-17	61193000	2	32708	284	3832.4898258088	0.0101823976323446	cds5242;cds5243	cds5242;cds5243	2
				8.8846E-39	2291300000	8	20546	178	228448.29753218	0.606955663193165	cds5244	cds5244	1
				5.7185E-134	1841500000	17	63025	565	59853.8544797774	0.159023447899948	cds5245	cds5245	1
				0	37341000000	38	112610	1022	679269.696571357	1.80472603045515	cds5246;cds24484	cds5246	2
				2.5397E-14	100930000	2	64684	587	3196.36715546934	0.00849230730810528	cds5255;cds5256;cds5254;cds5258;cds5257	cds5255;cds5256;cds5254;cds5258;cds5257	5
				1.5243E-122	1912800000	17	83262	740	47060.4395275127	0.125033106362107	cds5260;cds5259	cds5260;cds5259	2
				1.5526E-34	2429600000	10	24658	222	201841.369974866	0.536264721148359	cds5277	cds5277	1
				3.9598E-190	1336700000	16	67510	597	40560.1072446466	0.107762618753561	cds5285	cds5285	1
				0	3234900000	38	161600	1437	41006.505216012	0.108948636682716	cds5290;cds5288;cds5287;cds5289;cds5286	cds5290;cds5288;cds5287;cds5289;cds5286	5
				7.7897E-123	336140000	5	78405	708	8782.32877200812	0.0233334379891526	cds5291	cds5291	1
				3.4261E-06	151960000	3	50535	433	6159.8518827447	0.0163658780785456	cds5293;cds5292	cds5293;cds5292	2
				2.4599E-154	1335700000	21	152420	1301	17951.4784994503	0.0476946059814556	cds5296	cds5296	1
				1.0282E-117	810550000	9	86282	793	19243.8898016582	0.0511283648123327	cds53	cds53	1
				2.0727E-76	967840000	6	49518	423	40038.1245514068	0.106375782628393	cds5301;cds5303;cds5302;cds5300	cds5301;cds5303;cds5302;cds5300	4
				0	45995000000	18	30753	283	3063771.62418964	8.14001924339347	cds5317	cds5317	1
				1.729E-73	2947600000	9	19402	169	311211.26019898	0.826845456358213	cds5319;cds5320;cds5321;cds5322;cds5323	cds5319;cds5320;cds5321;cds5322;cds5323	5
				2.052E-33	538640000	4	22410	198	49236.8204081205	0.13081545061689	cds5335;cds5336	cds5335;cds5336	2
				2.5302E-63	940980000	13	102870	926	18738.0721818573	0.0497844770609353	cds5337	cds5337	1
				1.0074E-69	281450000	2	17336	153	33257.1944166817	0.0883597851731752	cds5343	cds5343	1
				8.9456E-10	82543000	2	47227	421	3580.33072056442	0.00951244561866313	cds5378;cds5379	cds5378;cds5379	2
				3.9995E-11	256680000	3	124580	1114	4220.62686198785	0.0112136242807757	cds5380	cds5380	1
				1.1111E-33	225490000	4	67471	584	6846.102454418	0.0181891513326962	cds5382;cds5383	cds5382;cds5383	2
				2.6571E-14	239580000	3	42116	371	11652.9718716976	0.0309603413418355	cds539	cds539	1
				0.00012848	36275000	2	80732	713	920.438898774009	0.002445479385354	cds5396;cds5394;cds5393;cds5395;cds5397;cds5398;cds5399	cds5396;cds5394;cds5393;cds5395;cds5397;cds5398;cds5399	7
				1.8086E-271	6059600000	13	60535	535	205055.142255262	0.544803271476249	cds540;cds541	cds540;cds541	2
				0	24443000000	24	67986	646	736492.404712524	1.95675888491158	cds5400	cds5400	1
				2.6048E-18	300580000	4	9313.4	83	66112.7281703128	0.175652413283881	cds5406;cds10804	cds5406;cds10804	2
				1.179E-08	1277400000	3	16990	159	154016.336029012	0.409200192721516	cds5407	cds5407	1
				3.1177E-08	18289000	2	16166	144	2317.50478774553	0.00615729103956784	cds5416	cds5416	1
				1.0299E-65	998340000	21	192750	1687	10610.0477879795	0.0281894356895224	cds542;cds543;cds547;cds544;cds545;cds548;cds546	cds542;cds543;cds547;cds544;cds545;cds548;cds546	7
				4.1847E-76	1896100000	5	20756	183	187133.19424271	0.497187123931355	cds5431	cds5431	1
				0	128090000000	30	41096	387	6384823.95934523	16.9635979014906	cds5432	cds5432	1
				2.8663E-62	5895800000	9	11683	105	1033764.51537115	2.74656994072925	cds5436	cds5436	1
				4.082E-78	1445900000	10	96562	850	30673.6360298411	0.0814956263634025	cds5437;cds5438;cds5439	cds5437;cds5438;cds5439	3
				2.1397E-164	2076000000	19	83455	726	50957.5151514106	0.135387099564808	cds5468;cds5469	cds5468;cds5469	2
				5.2887E-15	212510000	5	211510	1894	2058.17226063794	0.00546828023196499	cds5477;cds5479;cds5478	cds5477	3
				0	24600000000	42	95922	867	525351.693221238	1.39578709411845	cds5481	cds5481	1
				1.2832E-121	766340000	18	157730	1438	9952.68928396477	0.0264429246799416	cds5482;cds5484;cds5483;cds5485;cds5486;cds5487;cds5488	cds5482;cds5484;cds5483;cds5485;cds5486;cds5487;cds5488	7
				9.2548E-08	25677000	2	9716.2	79	5413.5367562878	0.0143830215748068	cds549	cds549	1
				2.5101E-14	290940000	5	75952	671	7846.88837600723	0.0208481016917682	cds5494	cds5494	1
				2.0148E-13	398820000	5	57709	492	14156.8501456979	0.0376128010658426	cds550	cds550	1
				5.5747E-08	215330000	4	29923	265	14741.1940230327	0.0391653222683726	cds5508	cds5508	1
				6.7885E-06	154500000	2	47725	418	6631.5614956985	0.0176191455533213	cds5517	cds5517	1
				7.5451E-101	267600000	11	177310	1600	3091.62018323382	0.0082140090292935	cds552	cds552	1
				1.8169E-52	361770000	3	60496	533	12250.0861925143	0.0325467918538705	cds5526;cds5527	cds5526;cds5527	2
				2.9624E-26	306430000	7	28461	257	22055.37165457	0.05859808488039	cds5533	cds5533	1
				1.4326E-158	2586700000	8	19889	174	266419.721451162	0.707840506880337	cds5535;cds5534	cds5535;cds5534	2
				1.4177E-31	254070000	4	44611	399	11666.6100933569	0.0309965762184419	cds5543	cds5543	1
				6.4078E-298	3252400000	5	14095	130	472685.333019193	1.25585982860709	cds5552;cds5553;cds5555	cds5552;cds5553;cds5555	3
				9.7306E-266	18884000000	3	16645	151	2324039.18790181	6.17465204082402	cds5556	cds5556	1
				4.5897E-14	41506000	2	80378	727	1057.80822760483	0.00281045077268144	cds556	cds556	1
				2.5422E-51	959090000	6	14630	139	134291.427787941	0.356793828164575	cds5563;cds5564	cds5563;cds5564	2
				4.8382E-64	1930800000	5	44355	424	89171.8878488939	0.236917424696009	cds5566	cds5566	1
				1.5533E-24	98466000	3	101240	921	1992.35816499272	0.00529342124417069	cds5575;cds5574;cds5576	cds5575;cds5574;cds5576	3
				1.7826E-45	1663400000	14	64923	570	52484.5371946533	0.139444186822534	cds5577	cds5577	1
				7.195E-14	652290000	2	10530	87	126895.319621358	0.337143387404935	cds5585;cds5586	cds5585;cds5586	2
				1.8087E-134	1509700000	16	77528	683	39890.1187398898	0.105982551571492	cds5587	cds5587	1
				4.6518E-13	68428000	4	81522	723	1719.46078498713	0.00456837049065552	cds5589;cds5590	cds5589;cds5590	2
				1.3525E-50	121570000	3	14354	127	17349.4906569599	0.0460952071935461	cds5599	cds5599	1
				1.2128E-38	517120000	6	32859	285	32238.1600415247	0.0856523511862664	cds5604;cds5603	cds5604;cds5603	2
				3.69E-29	254040000	4	45933	389	11329.4948786003	0.0301009075224812	cds5611;cds5612;cds5613;cds5614;cds5615;cds5616	cds5611;cds5612;cds5613;cds5614;cds5615;cds5616	6
				1.2535E-58	823480000	7	50088	452	33678.4906436908	0.0894791112247473	cds5624;cds5625;cds5626	cds5624;cds5625;cds5626	3
				4.6583E-36	31575000	3	9993.1	89	6472.56440307457	0.0171967121763085	cds5631	cds5631	1
				1.3299E-105	1263400000	8	116230	1083	22266.7016117571	0.0591595594709328	cds564;cds565;cds566	cds564;cds565;cds566	3
				6.8085E-34	281360000	2	60778	548	9483.07543123505	0.0251952253514399	cds5643;cds5644	cds5643;cds5644	2
				2.8033E-271	4348400000	12	40748	377	218603.164326576	0.580798500200121	cds5646	cds5646	1
				6.0178E-23	688390000	8	91441	816	15421.507896116	0.0409728225320093	cds5654;cds5653	cds5654;cds5653	2
				2.6541E-20	345820000	3	52436	472	13509.9520074793	0.0358940818075141	cds5658	cds5658	1
				1.8326E-148	5263800000	9	29177	264	369565.991114711	0.981885939417304	cds5659	cds5659	1
				4.9111E-99	482590000	14	155190	1411	6370.12331846404	0.0169245403233349	cds5661;cds5660	cds5661;cds5660	2
				5.2757E-171	916110000	6	36668	326	51179.2191743896	0.135976136619378	cds5672;cds5671;cds5673	cds5672;cds5671;cds5673	3
				4.4148E-236	5186900000	27	121020	1091	87797.8702452717	0.233266849161613	cds5674;cds26922;cds26923;cds26924	cds5674	4
				0	9126100000	13	10954	92	1706655.01505105	4.53434732362729	cds5675;cds5676	cds5675;cds5676	2
				2.144E-06	115580000	2	51895	462	4562.3692178956	0.0121215866534958	cds5679	cds5679	1
				0	18505000000	59	177910	1548	213069.842245345	0.566097225514535	cds5692	cds5692	1
				1.6017E-201	2202100000	13	49870	434	90454.6553612683	0.240325561305503	cds5699;cds5700;cds5701;cds5702	cds5699;cds5700;cds5701;cds5702	4
				4.5505E-301	9020200000	22	63132	575	292684.601159498	0.777622674899408	cds570;cds569	cds570;cds569	2
				3.9705E-16	76433000	3	31703	284	4938.71312332585	0.0131214805777521	cds5707	cds5707	1
				2.0519E-62	683610000	11	312940	2747	4474.8716517968	0.0118891176710915	cds5708;cds5709;cds5711;cds5710;cds5712;cds5713;cds5714;cds5717;cds5718;cds5715;cds5716;cds5719;cds6520	cds5708;cds5709;cds5711;cds5710;cds5712;cds5713;cds5714;cds5717;cds5718;cds5715;cds5716;cds5719	13
				0	10037000000	12	21539	186	954578.486709891	2.53618356857886	cds5721	cds5721	1
				3.8806E-88	392940000	6	60927	524	13211.4261382106	0.0351009396877452	cds5723;cds5724;cds5725;cds5726	cds5723;cds5724;cds5725;cds5726	4
				0	199500000000	267	531710	4635	768601.674553854	2.04206879258751	cds5727	cds5727	1
				0	467230000000	63	84773	733	11290324.4476685	29.9968370822958	cds5729	cds5729	1
				3.3699E-41	246990000	3	40546	352	12478.563939712	0.0331538257607689	cds5741;cds5459;cds5460;cds5461;cds5457;cds5458;cds5456;cds5462	cds5741	8
				6.9305E-180	1156300000	12	186770	1646	12682.2602624986	0.0336950188360622	cds5748	cds5748	1
				1.4892E-65	1492000000	13	74999	671	40751.7820534702	0.108271872321934	cds5753	cds5753	1
				6.9981E-117	8883300000	12	49077	430	370791.334896941	0.985141509084564	cds5754	cds5754	1
				5.6597E-107	100290000	3	86906	775	2363.96544860484	0.00628073061661387	cds5755	cds5755	1
				3.5623E-137	728520000	8	31701	290	47076.2403350089	0.125075086931437	cds5757	cds5757	1
